overall,reviewText
2.0,The other reviewers are right.  You literally cannot get the wrinkles out of this shirt.  My dry cleaners press this thing multiple times and it still show creases.
5.0,"If you want a look that takes it back to the Old School, buy this shirt. It isn't as appreciated as it used to be, but it's just as relevant now as it was back then. Perfect with a classic black tie for job interviews. However, stay aware of the buttons leading up to the cufflinks. Sometimes they can snap off if not attended to. Other than that, a shirt of sophistication. Guaranteed."
5.0,Love the shirt.  My husband loves it so much.  He loves the neck and the material bar for the tie.  Fits great.  I recommend this product.  Your husband will love it.  Quality great.
5.0,"Beautiful shirt. Love the snap tab collar, older ones were button tab closure which could be difficult to maneuver.
Only negative is the collar which is my size but seemed a size larger."
5.0,Great shirt. Really looks nice with my suit
3.0,"Fit was spot on. Only bad thing about it is that it wrinkles easily. I misread and though it was a ""no iron"" shirt, though I am very happy with its look and it feels like decent quality. Also wish it wasn't made in China!"
5.0,great shirt
5.0,quality at a good price
5.0,I have nothing but good to say about the Paul Fredrick tab collar French cuff dress shirt.  Shirt fits perfectly and looks very very nice!
5.0,"Great quality- only type of shirts I want from now on, love that it snaps behind the tie and keeps my tie in place as well!"
5.0,quite happy
4.0,"Good fit, good quality.  But the 100% cotton wrinkles easily."
5.0,Very nice shirt.
4.0,Very nice shirt.  Fits as expected.  The material is nice; light weight but not flimsy or see-through.  I wish it came in a few other basic colors.
5.0,"It's a great shirt, and fits me perfectly.  I think it's a great buy for the price.  The logistics of ordering and delivery were exactly as promised."
1.0,"Pres of co..wear dress shirts and ties every day.
Shirt fit great...but wrinkled fast than any shirt Ive ever seen.  Will keep for only special occasions"
5.0,I expected it to fit comfortably & it did
5.0,Great shirt. It popped as expected and helped me stand out amongst the crowd.
5.0,Nice shirt. Just as I expected. 5 stars.
4.0,"This is a great looking, comfortable shirt, I will have to learn to tie smaller knots. The instructions are on the back of their neckties package for various styles has helped."
4.0,I say not a bad buy for not having to go into a store and try them on. THink I may buy another
5.0,"Shopping through Amazon provides a large number of products to choose from and sizes difficult to find in stores. The shirt I ordered is quality and I am very pleased plus it saved me considerable time from not having to search stacks of shirts to find 171/2, 32inch sleeve."
5.0,Great shirt.
4.0,I liked the shirts! They fit as expected however they will require a little more maintenance in that they are not wrinkle free.
5.0,excellent
5.0,great
3.0,"cuff's are a little tight, tab collar doesn't fit tie very well it leaves openings on the side after trying different knot sizes"
5.0,"I was looking for a tab collar dress shirt.  I have always liked that style, but lately I had been unable to find any. I looked on Amazon and lo and behold; there they were. Reasonable price, fast delivery and excellent quality. I have absolutely no complaints and I intend to purchase several more in the near future."
5.0,"First piece of clothing I ever ordered on-line.  Quick delivery, great fit. A quality product. I'll be  sure to order again."
4.0,"Is as listed, good quality shirt."
5.0,Beautiful
5.0,I'm going to get rid of all of my other dress shirts! These are the best.
5.0,I will order another one.
4.0,Looks Good
5.0,"Love the shirt, fits and feels great!!!"
4.0,"I like the shirt so far...have been looking for some time for a good tab collar white shirt.  I wish it was offered in a cotton/poly blend rather in just 100% cotton.  That would be far easier to care for and keep pressed.  The fit is right for me, classic cut and the size that normally fits me.  I will probably buy another...that is unless I find another that is cotton/poly blend."
5.0,excellent quality at a value price fit is exact.
5.0,Love shirt and even makes me look good!
5.0,great shirt
2.0,"It was too small for my head in that the neck part didn't even come to the bottom of my neck. Plus it's see-through. My face and hair were visible through it.

The only good thing is that it's breathable. Not what i was looking for though."
4.0,"While clearly an excellent mask for the novice and professional ninja, I purchased it primarily for winter sports.  It is extremely comfortable while skiing and snowboarding, and the touch of silk while sitting upon the lifts seems to provide a calm soothing feeling to offset the pain from my numerous falls on the moguls.  It keeps you cool from your own body heat but simultaneously keeps your face warm despite the freezing temperatures around you.  It is very breathable, but my only issue was that it did trap the moisture of my breath."
4.0,This China Silk Black Balaclava is great for keeping you warm. I love it!
5.0,"This item is very lightweight (as you'd expect from silk underwear).  While we were using it under a costume, rather than for winter warmth, the several people using it all said it was very comfortable and not too hot inside the costume."
3.0,"The seller was courteous and prompt, and when I suggested that the shipping cost was too high, they graciously lowered it. However, the balaclavas I received were not silk. The tag on the inside clearly stated that they were 100% cotton. Perhaps I was shipped the wrong item, but sellers shouldn't misrepresent products like that. If I'd complained to the seller, I feel confident that they would have refunded my money, but these were for halloween costumes (which turned out just fine), so I didn't have time to deal with returns and such."
3.0,The product was new when it arrived and after 3 hunting trips it came home in pieces. The price was good but the quality was not!
4.0,"This product was exactly as described. I've used it for running, both as a base layer and also the only layer.  It has helped keep my face warm from the biting MN wind.  With more severe windchills I've put a fleece  balaclava over it and it formed a great base layer."
2.0,"I am very disappointed with this item.  First, in moderately cold skiing weather 10-20 degrees fahrenheit, my face was a little cold through this mask.  While skiing downhill, the wind shred through this mask.  Second, after only 1 weekend of moderate use, the front of the mask was worn away.  I would not be surprised if it tore during the 2nd weekend of use.  Third, I have a medium sized head and this thing was wayyyy too big for me.  Finally, the mask traps the moisture of my breath and freezes it, making the mask uncomfortable around the mouth area.

The only pros are that it is lightweight and breathable."
5.0,"This lightweight balaclava is perfect for winter, summer, spring or fall.  Helps keep you warm in the winter yet light enough to wear on a hot summer day.  It is easy to put on and take off and so cheap that you throw it away after each job.  Slip it on before you are in view of any CCTVs and simply dump it after you are far enough away it won't be connected to the scene.  It prevents sweat and hairs from being left at the scene so the police are unlikely to get a DNA print, and makes it impossible for anyone to ID you. The perfect accessory for the professional thief.  I've used it on over 20 thefts and haven't got caught yet.&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/China-Silk-Black-Balaclava/dp/B0000AWHAA/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">China Silk Black Balaclava</a>"
5.0,my son has to wait on a main road to catch the school bus and he does not get cold from cars driving by and creating wind. Love it
4.0,"This balaclava is thin enough to see through.  However, it still seems to contain a good amount of heat and is thin enough to wear year round.  Overall a good buy for the money."
5.0,Excllent value. Very light weight and perfect for under a stocking cap with a pair of earmuffs.  Quick shipper.
4.0,"Received it quickly and in great condition, along with a catalog and coupons for the next purchase."
3.0,"This is a vry durable, soft and nice feeling skimask, but, there is always a but, its to short, it won't cover ur neck, or at least not mine, and im not that big, i am only 6'0'' so thats my only complain, aside from that, its a very good skimask.
Dr. Tomas Muoz"
5.0,"This item came in only 2 days and in perfect condition! It is a very nice ring - shiny, smooth nice weight/width!  Very impressed."
5.0,"This ring was well worth the price. It has a lovely shine and fits true to size. It is a very light, thin ring, so it you want something heavy with a thicker consistency to the metal, this may not be for you but as I said it is well worth the price! I'm very pleased."
5.0,"It was exactly as described.  Beautiful ring, perfect fit, classy finish.  I know I would have probably paid double the price or more had I attempted to purchase similar from a jewelry store"
4.0,"This is a nice ring.  It is simple and elegant.  The price was quite reasonable, when compared to other stores that I searched.  I reccomend this ring as a wedding ring for a young couple just starting out.  It would be great for a college student's budget."
5.0,it is a beautiful ring. very shiny and classy. my boyfriend loves wearing it.
5.0,"When I first saw this offer last year, I couldn't believe it was genuine. I was used to paying $10 to $15 a pair for wool socks. When they arrived, I still found it hard to believe. But these are excellent quality socks that have held up well through heavy use and lots of washings. The three pair are serving well alongside their far more expensive drawer-mates. It's hard to imagine someone getting excited by a pair of socks, but these are worth getting excited about. I agree that a color other than gray would help to stretch these socks further in my wardrobe, but for the price... I ain't complainin'!"
5.0,"Socks seem like a strange kind of thing on which to write a review, but these socks are special. I placed an order for a friend of mine who runs a soup kitchen in Poplar Bluff Missouri. It was an order of about 60 pairs of these socks which probably seemed pretty strange to the people at Sportsman's Guide, but they sent them anyway. I didn't think much about it until I got an e-mail from Joni, the lady in Poplar Bluff, that the socks had arrived.
She told me that you would think that the socks were made of gold the way the people at her free store responded to them. They had NEVER seen such socks!! They were soft and they were thick and warm. Most of them had never even heard of wool socks.
Now I don't think twice about wool socks because I love them but it gave me real pause to think that there were people who had never even heard of such a wonderful thing. These people couldn't believe that someone would just give them something this good. Yes, this good.
So if you're thinking of buying some of these why don't you get an extra pair or two and give them to someone who needs them. It will be an education, I promise, and your gift will reward you many times over when you experience the gratitude such a small thing can evoke."
5.0,"I ordered these socks for my Mother's birthday and she absolutely loves them. They are thick and warm, perfect for cold Indiana winters.  Thank you."
3.0,"I like the thicknesss of the socks and because of this, I know they'll be warm enough for anything that the snow has to offer. I would really like these socks if they came in a variety of colors; grey is not a very exciting color, however; as long as you're warm, who cares about excitement."
5.0,"My first review but I have to say......About 15 years ago I developed an allergy to nickle (earrings, necklaces, belt buckles, buttons, bracelets!) and stopped wearing most jewelry. I have to tape over my belt buckles or any metal that contacts my skin and was diagnosed as severely allergic by my doc after allergy skin test. About a year ago I got my ears repierced with my daughter so we could have fun wearing jewelry and have tried every kind of hypo allergenic earring I could find: Studex, Sterling Silver 925, Surgical Steel, 14k gold, and had allergic reactions to all of them if worn for even an hour. Studex that my ears were pierced with was the worst! Bleeding, red itchy swollen earlobes a few weeks to heal in between each time I wore earrings! Searched Amazon for an hour to find these and did some research. They work as promised! I had to force them through (holes had partially closed) and had some initial healing for about 2 weeks. Now I'm wearing them 24/7 no problems! It's a first and really wonderful. I will get more. This size is a bit small for a main earring so I will get the next size up. THANK YOU."
5.0,"It is refreshing to wear these earrings because they don't make my earlobes swell up. My ears are too sensitive for ""sensitive"" earrings and I was about ready to give up and resign myself to clip earrings. Fortunately I found these. They are more expensive than other earrings due to the metal, but well worth it. It's like my ears don't even know they're there :) ."
5.0,"I just had my ears pierced a little over two months ago and I thought the minor discomfort was part of the healing process.  I decided to try these but honestly didn't expect there to be a difference.  Within hours of wearing these my ears had no discomfort at all.  Again, my ears weren't red or swollen but just had a very minor ache.  I'd recommend these to people even if it's not the last resort to wearing earrings.

I also really like the small simple style so these were perfect for me anyway.  I've found it very difficult to find earrings I like in stores because they all seem so big and overbearing.  I'm sure that I will end up buying more pairs of these in a similar style and definitely give preference to titanium earrings."
5.0,"I just got these a few weeks ago (along with a pair of titanium hoops) and love them. I haven't been able to wear earrings for years because of nickel allergies, and these earrings haven't given me any trouble whatsoever!"
5.0,these are the only earrings that have not caused an allergic reaction and they are very pretty too.
5.0,"I have only owned these earrings a few weeks, but I'm quite pleased with them.  Before buying these, I had been completely unable to wear earrings for many years.  My earlobes would swell, turn red, and bleed immediately after inserting even ""hypoallergenic"" earrings.  I've tried other brands, such as Simply Whispers, which I really wanted to love, but I simply couldn't wear them.  I'd given up and given away most of my earrings and hadn't bought or tried any earrings for a few years.

When these first arrived, I had trouble inserting them because my earlobes had almost grown closed, and I traumatized my ears a bit.  Over the next several days, I removed them at night, then irritated my ears again when I reinserted them in the morning.  Finally, I decided to just leave them in and allow my ears to heal, and that has worked just fine.  Now my ears have healed, and I haven't bothered to remove the earrings for a couple of weeks.

I noticed that in a review for one of the other styles, the reviewer had two complaints: that the ad appeared misleading in that it looked like you were purchasing three pairs of earrings, and that the 3mm size was tiny.  So take note:  you are ordering just one pair of earrings, and the 3mm (mini) size earrings are very small - take a look at a ruler to get an idea - but they provide an understated bit of sparkle.

I highly recommend these for people with metal allergies - I'm planning to get another pair."
2.0,The Suspenders are fine except one of the tongues or the buckles was put it the wrong way and the fastening of this one is not as secure as the correct buckle and the tongue sticks awkwardly out. I will have to take it to a leather shop to have the problem fixed. Other than that product is fine.
5.0,"These leather suspenders I highly recomend. They are simple, and compfortable. Easy to adjust. Look great!"
5.0,"I have worn suspenders for quite a few years.  It is nice to buy a pair that really feels solid and comfortable.  From the construction to the materials used, I am impressed.  They look good in casual dress or on my jeans and really stand up to a hard days work."
5.0,I got these for my boyfriend and they have worked out really well--nice quality materials and good performance.
4.0,Actually I didn't buy them as liner gloves. I was looking for a light weight glove with some flexibility and durability. These fit the bill. They are perfect for dog walking in moderate winter weather. Fingers are a little short but they still work.
2.0,"I think this is a case of getting what you pay for.  Although they look ok and are pretty warm, the pair I got for my husband has some definite problems.  The two gloves (sized L/XL) are two different sizes.  One glove fits fine, but the other is much smaller (the fingers don't fit all the way on one side).  Because of this bad fit, he wore them for the first time this morning and the smaller glove is already ripping.  No good."
4.0,"1.13.12 UPDATE: I've now been using these gloves through all of December and half of January and I continue to recommend them. Many of my runs have taken place in temperatures within the 20s, and while the gloves are not winter gloves, they are working out. My hands are cold as I start my run and the tips of my fingers do sting initially, but after about half a mile or a mile, I've warmed up enough that my hands become comfortable. In fact, I think if I were wearing anything heavier, the warmth of the gloves might become too much. These allow me to go for 8-mile runs without feeling like I have to take them off. As long as you're okay starting your run with slightly cold hands, these could be for you.

ORIGINAL REVIEW: I've been using these gloves on and off for about a month now, and so far I've found them to be a great purchase. I usually go for runs around 5 a.m., and this has allowed me to test them out in temps that have resided in the mid-30s. So far, so good. They do the job. If I remember, I'll post an update once the weather gets even colder.

My only concern is the fit. I'm an average size guy, and there's something a little uncomfortable about the way they fit, as if the fingers could've been cut lower, that makes me think I'd have an issue with them if I were a taller guy with bigger hands. That being said, I'd purchase these again if I had to do it all over again. At this price point, you can't beat them."
5.0,Had a pair of these for the past few years. same thing... great gloves for running and even short (1-2 hour long) bike rides in the cold.
3.0,"These gloves are good for running, but won't keep your hands warm if it's too windy. My only concern is about their durability. I've used them last winter for running (in Fayetteville, AR) and while traveling in Montana (Glacier and Yellowstone) during the end of Spring. The knits are starting to get loose, and I don't know how much longer they'll endure."
5.0,I ordered these for my husband who trains as a triathlete. He loves wearing them in the cooler months to keep his hands warm while he's running or biking.
5.0,"Awesome gloves.  They're thin enough that you almost forget you have them on, but they're thick enough to keep my hands warm.  I'm in California so the coldest weather I have to run in is probably about 50 degrees.  Hard to beat at this price"
5.0,"Good product, good transaction"
5.0,These are really pretty. I love Silver Forest earrings. Wish I could find merchants who honor their earring club. No one seems to carry the card/stickers needed to receive a free pair.
5.0,I would buy jewerly from this buyer again. The earrings where nice and shipped right away!
5.0,These are just gorgeous.  I received several compliments on them when i wore them to work.  seller was prompt.  very satisfied with service.
